#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 07 10 12 50 309  2.8  3.5  0.47  7.69  5.76 999 1016.5  19.2  18.9  14.8 99.0 99.00
2012 07 10 13 50 303  4.2  4.7  0.52  7.69  6.10 999 1016.6  19.3  19.0  15.1 99.0 99.00
2012 07 10 14 50 273  2.2  2.8  0.59  7.14  5.46 999 1016.9  19.5  19.2  15.1 99.0 99.00
2012 07 10 15 50 244  1.5  2.3  0.66  7.14  5.39 999 1016.8  19.8  19.7  16.1 99.0 99.00
2012 07 10 16 50 246  2.5  3.0  0.67  7.14  5.40 999 1016.7  20.1  19.8  15.5 99.0 99.00
2012 07 10 17 50 243  3.2  3.7  0.63  7.14  5.60 999 1016.2  20.2  20.1  16.6 99.0 99.00
2012 07 10 18 50 240  4.3  4.9  0.59  8.33  5.48 999 1016.0  20.5  20.3  16.5 99.0 99.00
2012 07 10 19 50 229  4.5  5.2  0.54  8.33  5.08 999 1015.9  20.7  20.3  16.0 99.0 99.00
2012 07 10 20 50 218  4.7  5.3  0.53  8.33  4.73 999 1015.7  20.8  20.4  16.6 99.0 99.00
2012 07 10 21 50 211  5.2  5.9  0.48  8.33  4.49 999 1015.6  20.9  20.3  16.4 99.0 99.00
2012 07 10 22 50 220  5.4  6.1  0.49  8.33  4.56 999 1015.7  21.0  20.2  16.3 99.0 99.00
2012 07 10 23 50 212  4.7  5.5  0.55  8.33  4.47 999 1016.2  20.6  20.0  18.2 99.0 99.00
2012 07 11 00 50 213  4.3  4.8  0.54  7.69  4.42 999 1016.9  20.3  19.4  18.8 99.0 99.00
2012 07 11 01 50 214  3.8  4.2  0.62  7.69  4.87 999 1017.5  20.3  19.4  19.1 99.0 99.00
2012 07 11 02 50 219  5.6  6.2  0.65  7.14  4.94 999 1017.9  20.4  19.4  19.4 99.0 99.00
2012 07 11 03 50 219  4.9  5.4  0.77  7.69  4.65 999 1018.1  20.5  19.4  19.0 99.0 99.00
2012 07 11 04 50 224  4.9  5.7  0.78  7.69  4.89 999 1018.1  20.5  19.2  19.1 99.0 99.00
2012 07 11 05 50 244  5.6  6.3  0.80  7.69  4.44 999 1018.1  20.5  19.0  20.5 99.0 99.00
2012 07 11 06 50 234  5.0  5.6  0.77  9.09  4.37 999 1018.3  20.2  19.1  20.2 99.0 99.00
2012 07 11 07 50 242  4.1  4.8  0.79  8.33  4.54 999 1018.5  20.0  19.0  20.0 99.0 99.00
2012 07 11 08 50 256  3.5  4.1  0.66  8.33  4.36 999 1018.7  19.9  19.0  19.9 99.0 99.00
2012 07 11 09 50 275  2.8  3.2  0.61  7.69  4.33 999 1019.4  19.8  18.9  19.8 99.0 99.00
2012 07 11 10 50 185  1.8  2.5  0.60  7.69  4.82 999 1020.2  19.5  19.1  19.5 99.0 99.00
2012 07 11 11 50 246  1.1  1.3  0.57  8.33  4.79 999 1020.8  19.8  19.3  19.8 99.0 99.00
2012 07 11 12 50 330  1.2  1.6  0.52  7.69  4.78 999 1021.3  20.0  19.7  19.1 99.0 99.00
2012 07 11 13 50 341  1.2  1.7  0.58  7.69  5.32 999 1021.3  20.2  20.1  19.2 99.0 99.00
2012 07 11 14 50  45  1.5  2.1  0.58  7.14  5.26 999 1021.3  20.6  20.7  16.6 99.0 99.00
2012 07 11 15 50 107  0.9  1.2  0.63  7.69  5.53 999 1021.5  20.8  21.1  16.3 99.0 99.00
2012 07 11 16 50 156  0.9  1.2  0.65  7.69  5.59 999 1021.4  21.1  21.4  16.9 99.0 99.00
2012 07 11 17 50 179  1.2  2.0  0.62  7.69  5.60 999 1021.3  21.6  22.9  17.0 99.0 99.00
2012 07 11 18 50 182  2.7  3.2  0.65  7.14  5.58 999 1021.4  22.0  21.9  16.3 99.0 99.00
2012 07 11 19 50 180  2.8  3.4  0.61  6.25  5.27 999 1021.4  21.6  21.4  19.7 99.0 99.00
2012 07 11 20 50 188  3.3  3.9  0.61  7.69  5.43 999 1021.3  21.5  22.2  21.5 99.0 99.00
2012 07 11 21 50 195  2.9  3.4  0.56  8.33  5.32 999 1020.9  21.1  21.1  21.1 99.0 99.00
2012 07 11 22 50 189  3.5  3.7  0.56  8.33  5.56 999 1020.9  20.8  20.0  20.8 99.0 99.00
2012 07 11 23 50 183  3.5  4.0  0.46  7.69  5.34 999 1021.2  20.5  19.4  20.5 99.0 99.00
2012 07 12 00 50 188  4.3  4.9  0.48  7.69  4.95 999 1021.4  20.4  19.3  20.4 99.0 99.00
2012 07 12 01 50 186  4.8  5.4  0.53  7.69  4.58 999 1021.7  20.5  19.7  20.5 99.0 99.00
2012 07 12 02 50 193  4.8  5.6  0.59  7.14  4.63 999 1022.0  20.4  20.0  20.4 99.0 99.00
2012 07 12 03 50 202  5.2  5.7  0.62  7.14  4.52 999 1022.1  20.5  19.7  20.5 99.0 99.00
2012 07 12 04 50 212  4.3  5.1  0.62  7.14  4.35 999 1022.1  20.5  19.4  20.5 99.0 99.00
2012 07 12 05 50 227  3.9  4.5  0.70  6.67  4.51 999 1021.9  20.5  19.5  20.5 99.0 99.00
2012 07 12 06 50 217  3.2  3.7  0.63  6.25  4.30 999 1021.6  20.2  19.5  20.2 99.0 99.00
2012 07 12 07 50 205  3.1  3.6  0.68  7.14  4.15 999 1021.5  20.2  19.1  20.2 99.0 99.00
2012 07 12 08 50 207  2.3  2.7  0.67  7.14  4.42 999 1021.6  20.1  18.7  20.1 99.0 99.00
2012 07 12 09 50 217  2.9  3.2  0.62  7.14  4.55 999 1021.7  20.1  18.7  20.1 99.0 99.00
2012 07 12 10 50 192  3.6  4.1  0.60  7.14  4.50 999 1021.8  19.9  18.3  19.9 99.0 99.00
2012 07 12 11 50 185  2.9  3.4  0.56  6.67  4.80 999 1021.9  19.7  18.5  19.7 99.0 99.00
2012 07 12 12 50 190  4.8  5.7  0.54  6.67  4.79 999 1021.9  20.1  18.7  20.1 99.0 99.00
2012 07 12 13 50 188  4.4  4.8  0.58  6.25  4.53 999 1021.7  20.4  18.9  20.4 99.0 99.00
2012 07 12 14 50 184  5.5  6.5  0.57  7.14  4.46 999 1021.8  20.1  19.4  20.1 99.0 99.00
2012 07 12 15 50 184  6.2  7.2  0.67  6.25  4.02 999 1021.7  20.3  19.8  20.3 99.0 99.00
2012 07 12 16 50 182  7.1  8.3  0.78  6.67  4.22 999 1021.6  20.4  19.9  19.1 99.0 99.00
2012 07 12 17 50 187  6.3  7.3  0.84  7.14  4.16 999 1021.3  20.6  19.6  18.4 99.0 99.00
2012 07 12 18 50 184  6.6  7.6  0.82  6.67  4.18 999 1020.6  20.7  19.4  17.6 99.0 99.00
2012 07 12 19 50 181  6.1  6.9  0.80  6.67  3.90 999 1020.3  20.7  19.5  16.9 99.0 99.00
2012 07 12 20 50 182  6.6  8.1  0.71  6.67  3.87 999 1019.9  20.6  19.5  18.0 99.0 99.00
2012 07 12 21 50 185  6.1  7.2  0.68  6.25  3.89 999 1019.5  20.8  19.4  16.9 99.0 99.00
2012 07 12 22 50 189  6.6  7.8  0.66  8.33  3.83 999 1019.1  21.0  19.5  16.3 99.0 99.00
2012 07 12 23 50 202  6.0  7.0  0.68  3.33  3.82 999 1019.3  21.1  19.5  17.7 99.0 99.00
2012 07 13 00 50 197  5.7  6.5  0.67  7.14  3.85 999 1019.5  21.2  19.7  18.6 99.0 99.00
2012 07 13 01 50 198  5.6  6.6  0.66  7.69  4.07 999 1019.9  21.3  20.3  19.3 99.0 99.00
2012 07 13 02 50 195  6.8  7.7  0.69  7.14  4.07 999 1019.9  21.4  20.4  19.9 99.0 99.00
2012 07 13 03 50 210  6.8  7.9  0.79  7.69  4.26 999 1020.3  21.6  20.1  20.6 99.0 99.00
2012 07 13 04 50 215  6.9  8.2  0.87  7.14  4.19 999 1019.9  21.9  20.1  19.7 99.0 99.00
2012 07 13 05 50 231  7.5  9.0  1.05  6.67  4.37 999 1019.7  21.9  19.9  18.8 99.0 99.00
2012 07 13 06 50 232  7.2  9.0  1.17  5.00  4.33 999 1019.3  21.7  20.0  19.5 99.0 99.00
2012 07 13 07 50 234  8.0 10.0  1.24  5.00  4.35 999 1019.3  21.4  19.9  19.9 99.0 99.00
2012 07 13 08 50 230  7.4  8.8  1.23  4.76  4.44 999 1019.5  21.3  19.7  20.1 99.0 99.00
2012 07 13 09 50 229  7.1  8.4  1.05  5.00  4.35 999 1019.9  21.3  19.7  20.3 99.0 99.00
2012 07 13 10 50 230  6.8  7.8  1.08  5.00  4.18 999 1020.2  21.2  19.6  20.1 99.0 99.00
2012 07 13 11 50 224  6.4  7.4  1.00  4.55  4.38 999 1020.4  21.1  19.6  20.4 99.0 99.00
2012 07 13 12 50 235  6.7  7.7  0.94  4.76  4.32 999 1020.8  21.1  19.7  20.6 99.0 99.00
2012 07 13 13 50 225  6.7  7.8  1.01  4.76  4.47 999 1020.7  21.0  20.0  20.9 99.0 99.00
2012 07 13 14 50 230  7.2  8.2  0.93  7.14  4.39 999 1020.9  21.1  20.3  21.1 99.0 99.00
2012 07 13 15 50 227  7.8  9.1  1.02  7.14  4.58 999 1020.8  21.2  20.3  21.2 99.0 99.00
2012 07 13 16 50 240  6.7  8.0  1.05  8.33  4.42 999 1021.0  21.4  20.4  21.1 99.0 99.00
2012 07 13 17 50 232  5.7  6.6  1.01  7.14  4.65 999 1020.8  21.4  20.4  21.4 99.0 99.00
2012 07 13 18 50 228  4.8  5.6  0.90  6.67  4.61 999 1020.6  21.6  20.5  21.6 99.0 99.00
2012 07 13 19 50 224  5.5  6.6  0.87  7.14  4.59 999 1020.4  22.3  20.6  22.3 99.0 99.00
2012 07 13 20 50 211  6.3  7.3  0.93  6.67  4.22 999 1020.0  22.4  20.5  21.7 99.0 99.00
2012 07 13 21 50 207  6.6  7.6  0.80  6.67  4.15 999 1019.6  22.4  20.5  21.9 99.0 99.00
2012 07 13 22 50 201  7.7  8.6  0.89  6.67  4.24 999 1019.5  22.1  20.4  20.8 99.0 99.00
2012 07 13 23 50 205  8.7 10.2  0.99  4.00  3.90 999 1019.5  22.1  20.4  20.4 99.0 99.00
2012 07 14 00 50 202  8.2  9.5  1.10  4.55  4.07 999 1019.7  22.1  20.3  19.9 99.0 99.00
2012 07 14 01 50 202  8.1  9.6  1.04  5.00  4.17 999 1020.0  22.1  20.6  19.6 99.0 99.00
2012 07 14 02 50 206  8.0  9.3  1.06  5.26  4.15 999 1020.0  21.9  20.7  20.2 99.0 99.00
2012 07 14 03 50 211  7.5  8.4  1.04  5.00  4.28 999 1019.9  22.2  20.8  18.8 99.0 99.00
2012 07 14 04 50 203  6.8  7.6  1.14  5.00  4.43 999 1019.7  21.7  20.8  20.9 99.0 99.00
2012 07 14 05 50 207  7.6  9.1  1.12  6.67  4.40 999 1019.4  21.5  20.7  21.5 99.0 99.00
2012 07 14 06 50 212  5.9  6.9  1.02  4.76  4.49 999 1019.2  21.4  20.7  21.4 99.0 99.00
2012 07 14 07 50 210  7.0  8.5  1.02  4.55  4.39 999 1018.5  21.4  20.7  21.4 99.0 99.00
2012 07 14 08 50 208  6.2  7.3  0.92  6.67  4.40 999 1018.4  21.5  20.7  21.5 99.0 99.00
2012 07 14 09 50 218  6.1  7.1  0.89  4.35  4.26 999 1018.6  21.5  20.7  21.5 99.0 99.00
2012 07 14 10 50 229  6.2  7.4  0.83  4.55  4.19 999 1018.6  21.5  20.7  21.5 99.0 99.00
2012 07 14 11 50 233  6.3  7.5  0.76  5.00  4.03 999 1018.6  21.2  20.7  21.2 99.0 99.00
2012 07 14 12 50 249  6.7  8.3  0.74  4.35  4.02 999 1018.4  21.5  20.7  21.5 99.0 99.00
2012 07 14 13 50 272  6.1  7.3  0.74  7.14  3.76 999 1018.2  21.2  20.7  21.2 99.0 99.00
2012 07 14 14 50 264  5.2  6.1  0.69  4.35  3.90 999 1018.3  21.2  20.8  21.2 99.0 99.00
2012 07 14 15 50 273  3.7  4.5  0.60  6.67  4.04 999 1018.1  21.5  21.0  21.5 99.0 99.00
2012 07 14 16 50 274  3.4  3.9  0.62  6.67  4.16 999 1018.2  21.7  21.1  21.7 99.0 99.00
2012 07 14 17 50 256  4.7  5.3  0.62  6.67  4.34 999 1017.9  22.1  21.2  22.1 99.0 99.00
2012 07 14 18 50 258  4.3  5.0  0.61  6.67  4.45 999 1017.7  22.1  21.3  22.1 99.0 99.00
2012 07 14 19 50 252  4.1  4.8  0.62  5.88  4.49 999 1017.4  22.1  21.3  22.1 99.0 99.00
2012 07 14 20 50 260  4.1  4.7  0.65  6.67  4.67 999 1017.0  22.6  21.3  22.6 99.0 99.00
2012 07 14 21 50 249  4.6  5.1  0.71  6.25  4.77 999 1016.9  22.6  21.2  22.6 99.0 99.00
2012 07 14 22 50 233  5.7  6.7  0.65  6.67  4.60 999 1016.4  22.3  21.2  22.3 99.0 99.00
2012 07 14 23 50 240  4.9  6.1  0.59  6.25  4.25 999 1016.7  22.4  21.2  22.4 99.0 99.00
2012 07 15 00 50 235  4.7  5.2  0.60  6.67  4.63 999 1017.0  22.6  21.2  22.5 99.0 99.00
2012 07 15 01 50 230  5.1  6.0  0.54  6.67  4.35 999 1017.3  22.5  21.1  22.5 99.0 99.00
2012 07 15 02 50 233  5.8  6.6  0.53  7.14  4.50 999 1016.9  22.5  21.2  22.5 99.0 99.00
2012 07 15 03 50 242  4.8  5.3  0.49  6.67  4.33 999 1017.3  22.6  21.3  22.6 99.0 99.00
2012 07 15 04 50 298  3.9  5.9  0.53  6.67  4.78 999 1017.7  22.4  21.2  22.4 99.0 99.00
2012 07 15 05 50 212  4.0  4.7  0.51  6.67  4.91 999 1017.3  23.6  21.2  20.2 99.0 99.00
2012 07 15 06 50 250  2.4  2.8  0.58  6.67  5.37 999 1017.1  22.4  21.2  22.1 99.0 99.00
2012 07 15 07 50 241  3.2  3.9  0.61  6.67  5.24 999 1016.8  21.7  21.1  21.7 99.0 99.00
2012 07 15 08 50 262  3.1  3.5  0.64  5.88  4.91 999 1016.7  21.7  21.1  21.7 99.0 99.00
2012 07 15 09 50 257  3.0  3.5  0.69  5.88  4.82 999 1016.8  21.6  21.1  21.6 99.0 99.00
2012 07 15 10 50 325  1.7  2.2  0.74  5.88  4.84 999 1017.3  21.4  21.0  21.4 99.0 99.00
2012 07 15 11 50 152  1.0  1.4  0.70  9.09  4.73 999 1017.6  21.3  21.0  21.3 99.0 99.00
2012 07 15 12 50 145  1.2  1.7  0.67  9.09  4.91 999 1017.4  21.4  21.3  21.4 99.0 99.00
2012 07 15 13 50 171  0.2  0.6  0.66 10.00  5.07 999 1017.3  22.1  21.7  22.1 99.0 99.00
2012 07 15 14 50  27  0.7  1.5  0.73  9.09  5.48 999 1017.1  22.6  22.8  22.6 99.0 99.00
2012 07 15 15 50  46  1.1  1.6  0.73  8.33  5.82 999 1016.9  22.3  23.3  22.3 99.0 99.00
2012 07 15 16 50  58  3.9  4.5  0.75  8.33  5.99 999 1016.4  20.8  22.7  20.8 99.0 99.00
2012 07 15 17 50  64  3.9  4.6  0.73  8.33  5.45 999 1016.3  20.5  21.8  20.5 99.0 99.00
2012 07 15 18 50  85  3.1  3.6  0.80  9.09  5.62 999 1015.8  20.9  22.0  20.9 99.0 99.00
2012 07 15 19 50 104  2.7  3.2  0.78  9.09  5.37 999 1015.1  21.1  22.1  21.1 99.0 99.00
2012 07 15 20 50 145  1.8  2.3  0.77  9.09  5.36 999 1014.4  22.1  22.1  22.1 99.0 99.00
2012 07 15 21 50 178  3.4  4.1  0.75  9.09  5.23 999 1013.5  22.5  22.1  22.5 99.0 99.00
2012 07 15 22 50 168  3.6  4.1  0.73  9.09  5.50 999 1013.1  22.4  22.0  22.4 99.0 99.00
2012 07 15 23 50 165  3.9  4.5  0.72  9.09  5.60 999 1012.7  22.3  22.0  22.3 99.0 99.00
2012 07 16 00 50 166  3.9  4.3  0.78  9.09  5.74 999 1012.3  22.4  21.9  22.4 99.0 99.00
2012 07 16 01 50 173  4.1  4.6  0.76  8.33  5.62 999 1012.4  22.6  21.9  22.6 99.0 99.00
2012 07 16 02 50 188  4.9  5.6  0.75  8.33  5.72 999 1012.2  22.7  22.0  22.7 99.0 99.00
2012 07 16 03 50 190  4.6  5.2  0.79  9.09  5.20 999 1011.6  22.4  22.0  22.4 99.0 99.00
2012 07 16 04 50 196  3.7  4.7  0.83  8.33  5.42 999 1010.9  22.3  21.9  22.3 99.0 99.00
2012 07 16 05 50 187  3.6  4.9  0.82  8.33  5.45 999 1010.2  22.2  21.7  22.2 99.0 99.00
2012 07 16 06 50 154  4.2  5.7  0.90  9.09  4.93 999 1009.4  21.4  21.7  21.4 99.0 99.00
2012 07 16 07 50 125  5.1  5.9  0.79  7.69  5.41 999 1008.5  20.9  21.7  20.9 99.0 99.00
2012 07 16 08 50 132  5.4  6.5  0.78 10.00  5.08 999 1007.5  21.5  21.6  21.5 99.0 99.00
2012 07 16 09 50 146  3.7  9.3  0.75 10.00  5.04 999 1007.8  21.7  21.6  21.7 99.0 99.00
2012 07 16 10 50 148  3.6  4.8  0.70 10.00  5.11 999 1007.3  22.1  21.6  22.1 99.0 99.00
2012 07 16 11 50 208  2.0  2.4  0.66 10.00  4.92 999 1007.1  22.0  21.6  22.0 99.0 99.00
2012 07 16 12 50 266  3.4  4.5  0.67 10.00  4.93 999 1007.0  21.8  21.8  21.8 99.0 99.00
2012 07 16 13 50   8  6.9  8.1  0.63 10.00  5.02 999 1006.7  20.4  21.8  20.4 99.0 99.00
2012 07 16 14 50  21  7.8  9.0  0.65 10.00  4.25 999 1006.6  19.5  21.8  19.5 99.0 99.00
2012 07 16 15 50  16  7.4  8.4  0.75  9.09  3.88 999 1006.8  20.0  21.7  20.0 99.0 99.00
2012 07 16 16 50  20  5.7  6.7  0.85  9.09  4.25 999 1006.9  20.1  21.8  20.1 99.0 99.00
2012 07 16 17 50   7  4.9  5.7  0.83 10.00  4.54 999 1007.3  20.4  21.9  20.4 99.0 99.00
2012 07 16 18 50  18  4.6  5.4  0.81  9.09  4.94 999 1007.4  20.3  22.0  20.3 99.0 99.00
2012 07 16 19 50  13  1.7  2.3  0.78  8.33  5.13 999 1007.0  20.6  21.8  20.6 99.0 99.00
2012 07 16 20 50 332  0.4  0.8  0.74 10.81  5.46 999 1006.7  21.3  22.0  21.3 99.0 99.00
2012 07 16 21 50 280  1.3  1.7  0.67 10.00  5.20 999 1006.6  21.8  22.1  21.6 99.0 99.00
2012 07 16 22 50 218  1.1  1.5  0.67  9.09  5.82 999 1006.6  21.8  22.0  21.1 99.0 99.00
2012 07 16 23 50 164  0.9  1.5  0.61 10.00  5.55 999 1006.5  21.6  21.7  21.5 99.0 99.00
2012 07 17 00 50 177  0.9  1.1  0.54 10.00  5.90 999 1007.1  21.6  21.9  21.6 99.0 99.00
2012 07 17 01 50 266  1.9  2.4  0.51  9.09  5.67 999 1007.4  21.7  21.9  21.7 99.0 99.00
2012 07 17 02 50 231  1.3  1.7  0.54 10.00  6.14 999 1007.4  21.8  22.0  21.8 99.0 99.00
2012 07 17 03 50 214  1.8  2.6  0.64 10.00  6.77 999 1007.5  21.8  21.9  21.8 99.0 99.00
2012 07 17 04 50 206  1.7  2.1 99.00 99.00 99.00 999 1007.3  21.8  22.1  21.8 99.0 99.00
2012 07 17 05 50 184  2.2  2.5  0.63 10.00  7.01 999 1007.1  21.8  22.2  21.8 99.0 99.00
2012 07 17 06 50 172  2.2  2.7  0.60  9.09  7.20 999 1006.9  22.0  22.0  22.0 99.0 99.00
2012 07 17 07 50 181  3.1  4.1  0.69  9.09  6.50 999 1006.7  22.0  22.0  22.0 99.0 99.00
2012 07 17 08 50 168  2.5  3.2  0.68  9.09  6.06 999 1006.4  21.9  22.0  21.9 99.0 99.00
2012 07 17 09 50 189  1.1  1.6  0.65 10.00  6.21 999 1006.7  22.0  22.0  22.0 99.0 99.00
2012 07 17 10 50 252  2.2  3.1  0.59 10.00  5.52 999 1006.8  21.9  22.0  21.9 99.0 99.00
2012 07 17 11 50 274  2.4  3.0  0.59 10.00  5.30 999 1007.1  21.8  22.0  21.8 99.0 99.00
2012 07 17 12 50 301  2.5  3.0  0.59 10.00  5.16 999 1007.5  21.6  22.1  21.6 99.0 99.00
2012 07 17 13 50 284  0.7  1.1  0.62 10.00  5.10 999 1007.3  21.9  22.4  21.9 99.0 99.00
2012 07 17 14 50 227  1.6  2.1  0.63  8.33  5.29 999 1007.2  22.1  23.1  22.1 99.0 99.00
2012 07 17 15 50 206  0.9  1.3  0.58  9.09  5.10 999 1007.2  22.7  23.6  22.7 99.0 99.00
2012 07 17 16 50 188  5.2  6.1  0.63 10.00  5.47 999 1006.4  23.1  23.5  23.1 99.0 99.00
2012 07 17 17 50 194  6.4  7.5  0.67 10.00  5.35 999 1005.7  23.2  22.9  23.2 99.0 99.00
2012 07 17 18 50 192  7.8  8.8  0.71 10.00  4.31 999 1004.7  23.6  22.6  23.6 99.0 99.00
2012 07 17 19 50 194  8.8 10.4  0.87  7.14  4.27 999 1003.8  24.1  22.5  22.3 99.0 99.00
2012 07 17 20 50 192  9.4 10.9  1.00  6.67  4.05 999 1003.1  23.9  22.3  23.4 99.0 99.00
2012 07 17 21 50 197  8.3  9.9  1.15  4.00  4.16 999 1003.1  23.9  22.2  23.9 99.0 99.00
2012 07 17 22 50 211  9.6 11.2  1.19  4.35  4.12 999 1002.9  24.5  22.1  23.3 99.0 99.00
2012 07 17 23 50 214 11.0 12.7  1.26  4.35  4.24 999 1002.3  24.7  21.9  23.1 99.0 99.00
2012 07 18 00 50 220 11.2 12.9  1.59  5.00  4.41 999 1002.2  24.8  21.8  22.8 99.0 99.00
2012 07 18 01 50 239 12.5 15.4  1.58  5.00  4.52 999 1003.0  25.1  21.8  22.5 99.0 99.00
2012 07 18 02 50 231  8.1  9.6  1.48  5.56  4.57 999 1003.2  24.1  21.6  23.1 99.0 99.00
2012 07 18 03 50 219  7.8  9.1  1.33  5.56  4.68 999 1002.8  23.6  21.7  22.9 99.0 99.00
2012 07 18 04 50 252  4.8  5.5  1.22  5.56  4.82 999 1003.5  22.8  21.7  22.8 99.0 99.00
2012 07 18 05 50 265  3.9  4.4  1.07  5.88  4.94 999 1004.2  22.6  21.6  22.6 99.0 99.00
2012 07 18 06 50 257  3.5  4.1  1.00  5.56  5.04 999 1003.7  23.3  21.4  23.2 99.0 99.00
2012 07 18 07 50 260  6.0  6.9  1.00  5.88  5.22 999 1003.9  23.2  21.4  23.2 99.0 99.00
2012 07 18 08 50 248  4.6  5.2  1.01  5.56  5.03 999 1004.8  22.6  21.5  22.6 99.0 99.00
2012 07 18 09 50 281  5.6  6.6  1.11  5.26  4.95 999 1005.6  22.3  21.5  22.3 99.0 99.00
2012 07 18 10 50 294  5.8  6.9  0.99  5.26  4.69 999 1006.3  22.7  21.4  22.7 99.0 99.00
2012 07 18 11 50 313  6.2  7.3  0.98  5.56  4.65 999 1007.1  22.3  21.4  22.3 99.0 99.00
2012 07 18 12 50 316  3.6  4.7  0.99  6.25  4.59 999 1007.8  22.0  21.5  22.0 99.0 99.00
2012 07 18 13 50 331  1.9  2.5  0.88  5.88  4.60 999 1008.2  22.2  21.7  22.2 99.0 99.00
2012 07 18 14 50 332  1.5  2.0  0.88  5.26  4.74 999 1008.8  22.2  21.9  22.2 99.0 99.00
2012 07 18 15 50 306  1.4  1.8  0.81  5.56  4.78 999 1009.4  22.5  22.4  22.5 99.0 99.00
2012 07 18 16 50 311  0.7  1.2  0.70 10.00  4.78 999 1009.4  22.9  22.9  22.9 99.0 99.00
2012 07 18 17 50 180  0.0  0.1  0.74 10.00  5.12 999 1009.3  23.9  24.1  22.3 99.0 99.00
2012 07 18 18 50 118  1.1  1.5  0.71 10.00  5.41 999 1009.4  23.8  23.7  21.3 99.0 99.00
2012 07 18 19 50 133  2.7  3.3  0.74 10.00  5.64 999 1008.9  23.3  23.3  23.2 99.0 99.00
2012 07 18 20 50 157  2.0  2.7  0.71  9.09  5.69 999 1008.9  23.2  23.3  23.2 99.0 99.00
2012 07 18 21 50 185  4.4  5.1  0.67  9.09  5.57 999 1009.7  23.0  23.1  23.0 99.0 99.00
2012 07 18 22 50 176  2.7  3.4  0.65 10.81  5.41 999 1009.6  22.7  22.6  22.6 99.0 99.00
2012 07 18 23 50 187  3.6  4.2  0.65  6.25  5.40 999 1009.9  22.6  22.4  22.6 99.0 99.00
2012 07 19 00 50   9  1.1  2.0  0.64  7.14  5.44 999 1008.9  22.4  22.2  22.4 99.0 99.00
2012 07 19 01 50 305  1.2  1.7  0.63  5.88  5.37 999 1010.4  22.6  22.0  22.6 99.0 99.00
2012 07 19 02 50 291  2.5  3.5  0.63  5.26  5.32 999 1011.0  22.2  22.0  22.2 99.0 99.00
2012 07 19 03 50 356  7.8  9.1  0.62  6.25  5.48 999 1011.4  22.3  22.0  19.5 99.0 99.00
2012 07 19 04 50   3  9.6 11.2  0.70  5.26  3.82 999 1011.4  22.0  21.7  14.0 99.0 99.00
2012 07 19 05 50  14  6.9  8.1  0.82  3.57  3.88 999 1011.6  21.5  21.4  13.8 99.0 99.00
2012 07 19 06 50  13  5.7  6.8  0.77 10.00  3.95 999 1011.9  21.0  21.3  14.0 99.0 99.00
2012 07 19 07 50   5  6.1  7.3  0.73  7.14  4.28 999 1012.4  20.9  21.2  12.8 99.0 99.00
2012 07 19 08 50  11  4.8  5.5  0.67  6.67  4.52 999 1013.0  20.6  21.1  12.6 99.0 99.00
2012 07 19 09 50  21  4.5  5.5  0.63  6.25  4.66 999 1013.4  20.3  21.0  12.6 99.0 99.00
2012 07 19 10 50   5  6.0  7.5  0.63  6.25  4.60 999 1013.9  19.8  21.1  12.6 99.0 99.00
2012 07 19 11 50   3  6.1  7.4  0.66  5.88  4.26 999 1014.5  19.4  21.0  11.6 99.0 99.00
2012 07 19 12 50  10  8.0  9.2  0.75  6.25  4.07 999 1014.4  18.6  21.0   9.8 99.0 99.00
2012 07 19 13 50  12  6.5  7.8  0.78  6.67  4.20 999 1014.6  18.5  21.0   8.5 99.0 99.00
2012 07 19 14 50 360  4.9  5.9  0.74  6.67  4.16 999 1014.6  18.5  21.1   9.3 99.0 99.00
2012 07 19 15 50 343  4.4  5.4  0.69  7.69  4.37 999 1014.4  18.7  21.2   9.4 99.0 99.00
2012 07 19 16 50 313  3.3  4.6  0.63  7.14  4.34 999 1014.0  19.1  21.3   9.4 99.0 99.00
2012 07 19 17 50 286  5.5  6.3  0.59  9.09  4.84 999 1013.7  19.4  21.3  10.6 99.0 99.00
2012 07 19 18 50 287  4.5  5.4  0.61  7.14  5.13 999 1013.7  19.9  21.4  10.9 99.0 99.00
2012 07 19 19 50 271  4.1  5.2  0.63  7.14  5.47 999 1013.5  20.4  21.5  10.5 99.0 99.00
2012 07 19 20 50 274  4.1  4.8  0.64  7.14  5.83 999 1013.1  20.8  21.5  10.4 99.0 99.00
2012 07 19 21 50 272  4.1  4.8  0.63  6.67  5.93 999 1013.4  21.1  21.2  10.5 99.0 99.00
2012 07 19 22 50 279  4.3  5.0  0.66  6.25  5.91 999 1013.7  21.2  21.0  11.5 99.0 99.00
2012 07 19 23 50 276  4.5  5.1  0.71  6.25  5.56 999 1014.4  21.2  20.8  12.5 99.0 99.00
2012 07 20 00 50 269  4.5  5.1  0.76  6.25  5.33 999 1015.1  20.9  20.8  15.1 99.0 99.00
2012 07 20 01 50 285  4.8  6.0  0.71  7.14  5.29 999 1015.5  21.0  20.8  15.5 99.0 99.00
2012 07 20 02 50 295  4.5  5.6  0.63  6.25  4.71 999 1015.6  20.9  20.8  15.7 99.0 99.00
