#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 03 02 03 50  47 13.7 15.9  4.87 10.81  7.40 999 1013.5  -0.2   5.8  -1.6 99.0 99.00
2012 03 02 04 50  50 12.5 15.4  4.68 10.81  7.38 999 1014.0   0.0   5.7  -1.2 99.0 99.00
2012 03 02 05 50  31 13.8 16.6  4.65 10.00  7.32 999 1014.4  -1.2   5.7  -2.2 99.0 99.00
2012 03 02 06 50  29 13.0 16.5  5.38 10.81  7.72 999 1014.9  -1.2   5.7  -2.7 99.0 99.00
2012 03 02 07 50  29 12.2 14.6  4.85 10.81  7.72 999 1015.5  -1.3   5.7  -2.9 99.0 99.00
2012 03 02 08 50  33 11.2 13.8  4.64 11.43  7.62 999 1016.0  -1.2   5.7  -3.2 99.0 99.00
2012 03 02 09 50  26 10.9 13.5  4.65 11.43  7.86 999 1016.9  -1.2   5.7  -3.1 99.0 99.00
2012 03 02 10 50  19  9.9 12.4  4.34 11.43  7.86 999 1017.9  -1.8   5.7  -3.7 99.0 99.00
2012 03 02 11 50  29  8.6 11.5  3.97 10.81  7.50 999 1018.8  -1.9   5.7  -4.3 99.0 99.00
2012 03 02 12 50  23  7.7  9.7  4.36 11.43  8.14 999 1019.1  -2.2   5.7  -4.2 99.0 99.00
2012 03 02 13 50  25  7.9 10.2  3.93 11.43  7.79 999 1019.2  -2.0   5.7  -4.4 99.0 99.00
2012 03 02 14 50  32  6.2  8.2  4.06 10.81  8.15 999 1020.2  -1.8   5.7  -4.8 99.0 99.00
2012 03 02 15 50  42  6.1  8.0  3.45 11.43  7.90 999 1020.0  -1.6   5.7  -5.0 99.0 99.00
2012 03 02 16 50  32  4.7  6.2  3.48 11.43  8.25 999 1020.0  -1.4   5.7  -4.4 99.0 99.00
2012 03 02 17 50  24  3.4  4.9  3.40 11.43  8.02 999 1020.5  -1.1   5.7  -4.5 99.0 99.00
2012 03 02 18 50  33  4.8  7.2  2.90 11.43  7.89 999 1019.9  -1.2   5.7  -4.1 99.0 99.00
2012 03 02 19 50   6  2.2  3.8  2.89 10.81  7.77 999 1020.5  -1.4   5.7  -5.0 99.0 99.00
2012 03 02 20 50  17  1.8  3.2  3.04 12.12  8.18 999 1020.6  -1.0   5.7  -5.1 99.0 99.00
2012 03 02 21 50  93  2.2  4.4  3.16 11.43  8.38 999 1020.1  -1.0   5.7  -4.9 99.0 99.00
2012 03 02 22 50 137  2.8  4.4  3.06 11.43  8.22 999 1020.8  -0.6   5.7  -5.0 99.0 99.00
2012 03 02 23 50  99  2.5  4.2  3.04 11.43  8.61 999 1019.6  -0.3   5.7  -4.8 99.0 99.00
2012 03 03 00 50 130  2.4  3.7  3.07 12.12  8.86 999 1020.0   0.2   5.7  -3.9 99.0 99.00
2012 03 03 01 50 151  4.1  6.0  3.18 12.12  8.99 999 1019.6   0.6   5.7  -3.5 99.0 99.00
2012 03 03 02 50 179  4.5  5.9  2.63 12.12  8.32 999 1019.5   1.1   5.7  -3.0 99.0 99.00
2012 03 03 03 50 171  4.9  6.6  2.51 12.12  8.40 999 1018.4   1.4   5.7  -2.6 99.0 99.00
2012 03 03 04 50 160  5.2  6.4  2.25 12.12  7.81 999 1016.8   1.9   5.7  -1.8 99.0 99.00
2012 03 03 05 50 148  7.1  8.6  2.13 12.12  7.19 999 1016.2   2.1   5.7  -1.9 99.0 99.00
2012 03 03 06 50 134  9.3 11.1  2.23 12.12  7.08 999 1013.9   2.5   5.7  -0.9 99.0 99.00
2012 03 03 07 50 142 10.8 12.8  2.39 11.43  6.95 999 1012.2   2.9   5.7   0.0 99.0 99.00
2012 03 03 08 50 145 11.4 13.7  2.54 11.43  6.59 999 1010.4   3.2   5.7   0.7 99.0 99.00
2012 03 03 09 50 148 11.9 14.9  2.66 12.12  6.32 999 1010.0   3.4   5.7   1.4 99.0 99.00
2012 03 03 10 50 149 11.9 14.3  2.86 11.43  6.47 999 1009.0   3.4   5.7   2.6 99.0 99.00
2012 03 03 11 50 139 12.2 14.8  2.72 11.43  5.91 999 1007.4   3.7   5.7   3.6 99.0 99.00
2012 03 03 12 50 133 12.9 15.4  3.04 11.43  6.35 999 1005.4   4.0   5.7   3.9 99.0 99.00
2012 03 03 13 50 126 13.5 15.9  3.50 11.43  6.85 999 1003.3   4.3   5.7   4.3 99.0 99.00
2012 03 03 14 50 133 14.7 17.3  3.28 11.43  6.38 999 1000.1   5.1   5.8   5.1 99.0 99.00
2012 03 03 15 50 133 13.7 17.1  3.69  7.69  6.54 999  998.1   5.7   5.8   5.7 99.0 99.00
2012 03 03 16 50 140 14.5 17.6  3.88  7.14  6.65 999  994.8   6.3   5.8   6.3 99.0 99.00
2012 03 03 17 50 158 11.2 13.9  3.64  7.69  6.69 999  993.0   7.1   5.8   7.1 99.0 99.00
2012 03 03 18 50 195  9.6 11.9  3.40  7.69  6.49 999  991.8   8.0   5.8   8.0 99.0 99.00
2012 03 03 19 50 222  7.9  9.3  3.18  7.69  6.76 999  991.5   7.4   5.8   7.4 99.0 99.00
2012 03 03 20 50 237  8.8 10.4  2.65  7.69  6.37 999  992.6   6.5   5.8   6.5 99.0 99.00
2012 03 03 21 50 262  8.3 10.7  2.70  7.69  6.30 999  993.7   6.0   5.8   6.0 99.0 99.00
2012 03 03 22 50 264  7.1  9.3  2.45  7.69  6.60 999  994.6   4.8   5.8   4.8 99.0 99.00
2012 03 03 23 50 245  9.1 10.7  2.19 10.81  6.34 999  995.7   5.0   5.8   5.0 99.0 99.00
2012 03 04 00 50 241  8.5  9.8  2.31 11.43  6.57 999  996.6   5.5   5.8   5.5 99.0 99.00
2012 03 04 01 50 237  7.7  9.4  2.40 10.81  6.55 999  997.1   6.0   5.8   6.0 99.0 99.00
2012 03 04 02 50 246  8.0  9.6  2.52 10.81  7.06 999  997.6   6.6   5.8   6.5 99.0 99.00
2012 03 04 03 50 252  9.4 11.2  2.43  7.69  6.53 999  998.5   6.7   5.8   6.5 99.0 99.00
2012 03 04 04 50 260  8.2  9.9  2.57  8.33  6.57 999  999.3   6.4   5.7   5.1 99.0 99.00
2012 03 04 05 50 259  7.5  9.2  2.32 11.43  6.50 999 1000.3   6.2   5.7   3.4 99.0 99.00
2012 03 04 06 50 271 10.8 13.6  2.20  7.69  5.86 999 1000.2   6.0   5.7  -1.1 99.0 99.00
2012 03 04 07 50 268 11.6 14.2  2.37  8.33  5.65 999 1000.8   5.5   5.7  -2.3 99.0 99.00
2012 03 04 08 50 263  9.8 12.1  2.57  9.09  5.96 999 1001.5   5.3   5.7  -3.7 99.0 99.00
2012 03 04 09 50 260  9.4 11.5  2.33  8.33  5.74 999 1002.1   5.2   5.7  -3.8 99.0 99.00
2012 03 04 10 50 264  8.9 10.6  2.30  9.09  5.80 999 1002.1   5.0   5.7  -3.7 99.0 99.00
2012 03 04 11 50 253  8.0  9.3  2.08  8.33  5.62 999 1002.9   4.9   5.7  -3.1 99.0 99.00
2012 03 04 12 50 249  8.6 10.2  2.10 10.00  5.85 999 1003.6   4.8   5.7  -4.1 99.0 99.00
2012 03 04 13 50 251  6.9  8.4  1.95 10.00  5.74 999 1003.3   4.7   5.8  -3.8 99.0 99.00
2012 03 04 14 50 259  6.9  8.3  2.17 10.00  6.50 999 1003.1   4.6   5.8  -4.1 99.0 99.00
2012 03 04 15 50 269  5.3  6.6  2.11  9.09  6.60 999 1002.2   4.4   5.7  -4.3 99.0 99.00
2012 03 04 16 50 264  4.2  5.5  2.00  9.09  6.52 999 1001.9   4.1   5.6  -4.6 99.0 99.00
2012 03 04 17 50 253  3.0  4.0  2.11  9.09  6.90 999 1001.5   4.1   5.6  -5.2 99.0 99.00
2012 03 04 18 50 243  4.0  5.0  2.33 10.00  7.23 999 1000.7   4.1   5.6  -4.4 99.0 99.00
2012 03 04 19 50 212  3.9  5.4  1.85  8.33  6.96 999 1000.2   4.2   5.6  -4.5 99.0 99.00
2012 03 04 20 50 215  3.7  4.7  1.67  9.09  6.56 999 1000.1   4.3   5.6  -3.7 99.0 99.00
2012 03 04 21 50 243  3.8  4.7  1.60 10.00  6.61 999  999.5   4.0   5.7  -3.1 99.0 99.00
2012 03 04 22 50 238  4.9  5.9  1.52 10.00  6.62 999 1000.1   4.1   5.7  -3.4 99.0 99.00
2012 03 04 23 50 255  4.8  6.2  1.50  9.09  6.60 999  999.8   3.8   5.7  -3.4 99.0 99.00
2012 03 05 00 50 263  6.6  8.3  1.45 10.00  6.41 999  999.6   3.9   5.7  -3.9 99.0 99.00
2012 03 05 01 50 261  7.2  8.5  1.54  9.09  6.36 999  999.7   4.1   5.7  -3.6 99.0 99.00
2012 03 05 02 50 261  8.1  9.6  1.36  9.09  5.47 999  999.2   4.4   5.7  -3.1 99.0 99.00
2012 03 05 03 50 268  8.1  9.6  1.56  9.09  5.72 999  998.8   4.7   5.7  -2.5 99.0 99.00
2012 03 05 04 50 287  9.7 11.4  1.56  9.09  5.40 999  999.0   4.4   5.6  -2.4 99.0 99.00
2012 03 05 05 50 291 10.5 12.0  1.54 10.00  5.05 999  999.8   3.7   5.6  -1.1 99.0 99.00
2012 03 05 06 50 303  9.5 11.2  1.57  9.09  5.06 999 1000.9   3.1   5.6  -0.4 99.0 99.00
2012 03 05 07 50 302  8.3 10.2  1.54  9.09  5.15 999 1002.0   2.2   5.6  -0.5 99.0 99.00
2012 03 05 08 50 282  9.8 11.8  1.43  5.26  4.87 999 1002.7   2.5   5.6  -2.9 99.0 99.00
2012 03 05 09 50 281 10.1 13.1  1.67  5.56  4.76 999 1003.6   1.7   5.6  -6.9 99.0 99.00
2012 03 05 10 50 265 11.1 13.2  1.86  6.25  5.00 999 1004.7   1.1   5.6  -6.6 99.0 99.00
2012 03 05 11 50 270 11.0 13.3  1.71  5.88  4.89 999 1005.8   0.4   5.6  -7.5 99.0 99.00
2012 03 05 12 50 281 11.3 13.4  1.88  5.88  4.97 999 1006.8   0.1   5.7  -7.4 99.0 99.00
2012 03 05 13 50 288 12.1 14.2  2.08  5.88  5.15 999 1008.1  -0.5   5.7  -8.9 99.0 99.00
2012 03 05 14 50 280 11.0 13.6  2.01  6.25  5.24 999 1009.6  -0.8   5.7  -9.1 99.0 99.00
2012 03 05 15 50 272 11.4 14.4  2.08  5.88  5.54 999 1010.7  -1.0   5.7  -8.4 99.0 99.00
2012 03 05 16 50 274 10.0 12.9  2.26  5.88  5.53 999 1011.7  -0.9   5.7  -8.2 99.0 99.00
2012 03 05 17 50 260 10.6 12.9  2.55  5.88  5.74 999 1012.4  -1.0   5.7  -8.1 99.0 99.00
2012 03 05 18 50 271 10.7 12.9  2.31 12.90  5.65 999 1013.2  -0.5   5.7  -8.8 99.0 99.00
2012 03 05 19 50 276 10.5 12.6  2.21 12.90  5.56 999 1014.1  -0.4   5.7  -9.4 99.0 99.00
2012 03 05 20 50 287  9.7 12.4  2.16  5.56  5.39 999 1015.1  -0.2   5.7  -9.9 99.0 99.00
2012 03 05 21 50 288  9.4 11.8  2.00  5.56  5.31 999 1016.8   0.0   5.7  -9.0 99.0 99.00
2012 03 05 22 50 293  8.2  9.8  2.12  5.88  5.59 999 1017.9  -0.3   5.7 -11.0 99.0 99.00
2012 03 05 23 50 342  8.5 10.8  2.03 12.12  5.91 999 1018.2  -0.6   5.7 -10.0 99.0 99.00
2012 03 06 00 50 330  8.0 10.6  1.84 12.12  5.67 999 1020.5  -1.3   5.7 -11.1 99.0 99.00
2012 03 06 01 50 332  7.2  9.0  2.02 12.12  6.38 999 1021.9  -1.5   5.7 -11.6 99.0 99.00
2012 03 06 02 50 334  8.0 10.6  1.81 11.43  5.69 999 1022.3  -2.0   5.7 -11.8 99.0 99.00
2012 03 06 03 50 339  8.3 10.6  2.00 12.12  6.02 999 1022.6  -2.6   5.7 -12.0 99.0 99.00
2012 03 06 04 50 341  7.3  9.6  1.85 11.43  5.76 999 1023.9  -3.3   5.7 -12.5 99.0 99.00
2012 03 06 05 50 336  7.0  9.2  2.03 10.81  6.33 999 1024.8  -3.5   5.7 -11.9 99.0 99.00
2012 03 06 06 50 350  7.5  9.5  1.85 12.90  6.14 999 1024.8  -4.0   5.7 -12.1 99.0 99.00
2012 03 06 07 50 339  8.6 11.4  1.64 12.90  5.81 999 1024.9  -4.2   5.7 -12.0 99.0 99.00
2012 03 06 08 50 342  8.8 10.8  1.64 12.12  5.37 999 1025.9  -4.5   5.6 -11.6 99.0 99.00
2012 03 06 09 50 353  9.0 11.1  1.68 12.12  5.16 999 1026.9  -4.2   5.6 -10.5 99.0 99.00
2012 03 06 10 50 356  9.1 11.0  1.69 12.12  5.14 999 1028.2  -4.2   5.7 -10.8 99.0 99.00
2012 03 06 11 50 348  9.1 11.2  1.72  5.56  5.00 999 1029.2  -4.1   5.6 -10.0 99.0 99.00
2012 03 06 12 50 346  9.3 12.2  1.70 11.43  4.90 999 1030.3  -4.3   5.6 -10.9 99.0 99.00
2012 03 06 13 50 340 10.0 12.6  1.71  5.26  4.93 999 1030.8  -3.9   5.6 -10.1 99.0 99.00
2012 03 06 14 50 342 10.6 12.5  1.93  5.88  5.00 999 1031.2  -3.8   5.6 -11.1 99.0 99.00
2012 03 06 15 50 341  8.5 10.7  1.76  5.26  4.89 999 1031.6  -3.7   5.6 -11.6 99.0 99.00
2012 03 06 16 50 327  6.9  8.9  1.59 10.81  4.99 999 1032.1  -3.5   5.6 -11.1 99.0 99.00
2012 03 06 17 50 309  6.5  8.7  1.50 11.43  5.10 999 1031.9  -3.2   5.7 -11.7 99.0 99.00
2012 03 06 18 50 302  6.7  8.2  1.41 10.00  4.86 999 1031.8  -2.7   5.7 -11.2 99.0 99.00
2012 03 06 19 50 291  8.9 11.4  1.23 10.81  4.86 999 1032.1  -1.8   5.7 -13.9 99.0 99.00
2012 03 06 20 50 286  7.8  9.7  1.13 10.81  4.47 999 1032.7  -1.0   5.7 -13.3 99.0 99.00
2012 03 06 21 50 282  8.0  9.8  1.02 11.43  4.29 999 1033.1  -0.2   5.7 -12.6 99.0 99.00
2012 03 06 22 50 285  5.9  7.9  0.93 10.81  4.02 999 1033.6   0.2   5.7 -12.5 99.0 99.00
2012 03 06 23 50 271  6.1  7.8  0.79 10.81  3.94 999 1033.9   0.7   5.7 -12.9 99.0 99.00
2012 03 07 00 50 269  4.8  6.2  0.72 11.43  3.91 999 1034.2   1.1   5.6 -13.5 99.0 99.00
2012 03 07 01 50 276  4.3  5.7  0.61 11.43  4.05 999 1034.6   1.5   5.5 -12.8 99.0 99.00
2012 03 07 02 50 284  3.4  4.3  0.67 10.00  4.82 999 1034.9   1.9   5.5 -12.7 99.0 99.00
2012 03 07 03 50 266  3.7  5.5  0.61 10.00  4.79 999 1035.0   2.3   5.5 -12.2 99.0 99.00
2012 03 07 04 50 261  4.0  5.4  0.68 10.00  4.88 999 1035.0   2.7   5.5 -12.1 99.0 99.00
2012 03 07 05 50 244  4.2  5.7  0.77 10.00  5.21 999 1034.7   2.9   5.5 -12.0 99.0 99.00
2012 03 07 06 50 233  6.0  7.0  0.71 10.00  5.00 999 1034.6   3.4   5.4 -10.1 99.0 99.00
2012 03 07 07 50 222  7.4  8.9  0.70 10.00  4.52 999 1034.2   4.1   5.5  -7.4 99.0 99.00
2012 03 07 08 50 219  7.3  9.2  0.78 10.00  3.97 999 1034.1   4.1   5.5  -7.2 99.0 99.00
2012 03 07 09 50 218  8.0  9.4  0.88  4.00  3.78 999 1034.2   4.2   5.5  -5.4 99.0 99.00
2012 03 07 10 50 209  9.0 11.6  1.03  4.17  3.92 999 1033.7   4.4   5.5  -4.5 99.0 99.00
2012 03 07 11 50 203  9.9 11.9  1.03  5.00  3.99 999 1033.2   4.6   5.5  -2.2 99.0 99.00
2012 03 07 12 50 198 11.2 13.4  1.33  5.00  4.23 999 1032.3   5.0   5.5  -0.1 99.0 99.00
2012 03 07 13 50 204 12.2 15.0  1.63  5.26  4.46 999 1031.3   5.4   5.5   0.4 99.0 99.00
2012 03 07 14 50 203 11.8 14.3  1.98  5.56  4.68 999 1030.3   5.6   5.5   1.6 99.0 99.00
2012 03 07 15 50 206 11.6 13.9  2.11  6.25  5.18 999 1029.3   5.8   5.5   2.2 99.0 99.00
2012 03 07 16 50 203 12.0 14.9  2.42  6.67  5.37 999 1028.2   5.9   5.6   3.2 99.0 99.00
2012 03 07 17 50 200 10.1 12.2  2.48  6.25  5.48 999 1027.0   6.1   5.6   4.2 99.0 99.00
2012 03 07 18 50 205 10.8 13.2  2.57  6.67  5.61 999 1026.0   6.9   5.6   3.6 99.0 99.00
2012 03 07 19 50 207 11.1 12.8  2.22  6.25  5.35 999 1025.1   7.0   5.6   3.7 99.0 99.00
2012 03 07 20 50 206 10.1 11.9  2.27  6.67  5.30 999 1024.6   7.0   5.6   4.1 99.0 99.00
2012 03 07 21 50 212 10.3 12.3  2.39  7.14  5.56 999 1024.2   7.0   5.6   4.1 99.0 99.00
2012 03 07 22 50 210 11.1 13.2  2.44  6.67  5.51 999 1023.8   7.0   5.6   4.1 99.0 99.00
2012 03 07 23 50 212 11.6 13.8  2.33  7.14  5.29 999 1023.4   7.0   5.7   4.5 99.0 99.00
2012 03 08 00 50 214 11.8 13.8  2.46  7.14  5.54 999 1023.1   6.8   5.6   4.6 99.0 99.00
2012 03 08 01 50 216 12.0 14.1  2.69  7.69  5.71 999 1022.8   7.0   5.6   4.4 99.0 99.00
2012 03 08 02 50 214 11.8 14.4  2.63  7.69  5.71 999 1022.6   7.1   5.6   4.3 99.0 99.00
2012 03 08 03 50 221 10.4 12.4  2.30  7.69  5.54 999 1022.7   7.0   5.6   4.5 99.0 99.00
2012 03 08 04 50 222  9.8 11.7  2.08  7.14  5.32 999 1022.2   7.1   5.6   4.7 99.0 99.00
2012 03 08 05 50 222 12.1 14.3  2.02  7.14  5.33 999 1021.9   7.5   5.6   4.9 99.0 99.00
2012 03 08 06 50 220 10.9 13.2  2.10  7.14  5.37 999 1021.9   7.4   5.6   5.4 99.0 99.00
2012 03 08 07 50 219 10.9 13.0  2.03  6.67  5.29 999 1021.2   7.4   5.6   6.0 99.0 99.00
2012 03 08 08 50 217 10.5 12.5  1.96  7.14  5.16 999 1020.9   7.5   5.6   6.4 99.0 99.00
2012 03 08 09 50 218 10.4 12.2  2.24  7.14  5.44 999 1020.6   7.5   5.6   6.5 99.0 99.00
2012 03 08 10 50 219 10.4 12.5  2.14  7.14  5.36 999 1020.3   7.7   5.6   6.7 99.0 99.00
2012 03 08 11 50 217  9.9 11.9  2.20  7.69  5.35 999 1020.0   7.8   5.6   6.8 99.0 99.00
2012 03 08 12 50 215 11.1 13.1  2.29  7.14  5.62 999 1019.3   8.2   5.6   6.9 99.0 99.00
2012 03 08 13 50 213 12.0 14.1  2.46  6.67  5.55 999 1018.7   8.0   5.6   6.9 99.0 99.00
2012 03 08 14 50 209 11.5 13.5  2.79  7.14  5.86 999 1018.0   8.2   5.6   7.0 99.0 99.00
2012 03 08 15 50 209 11.8 14.1  2.67  7.69  5.72 999 1017.2   8.1   5.6   7.0 99.0 99.00
2012 03 08 16 50 207 12.1 14.4  2.67  7.69  5.75 999 1016.2   8.1   5.6   7.0 99.0 99.00
2012 03 08 17 50 203 11.3 13.8  2.82  7.69  5.79 999 1015.0   8.1   5.6   7.2 99.0 99.00
2012 03 08 18 50 201 12.1 13.9  2.57  7.14  5.63 999 1013.3   8.4   5.6   7.1 99.0 99.00
2012 03 08 19 50 204 13.5 15.9  3.01  7.69  5.80 999 1012.8   9.0   5.7   7.1 99.0 99.00
2012 03 08 20 50 207 13.0 15.3  3.21  7.69  6.02 999 1012.5   9.2   5.7   7.1 99.0 99.00
2012 03 08 21 50 207 15.0 18.7  3.47  8.33  6.25 999 1011.7   9.6   5.7   7.2 99.0 99.00
2012 03 08 22 50 203 14.8 18.0  3.44  7.69  6.14 999 1011.4   9.4   5.7   7.4 99.0 99.00
2012 03 08 23 50 203 14.7 17.3  3.60  7.69  6.24 999 1010.5   9.4   5.7   7.3 99.0 99.00
2012 03 09 00 50 198 13.6 16.3  3.90  8.33  6.43 999 1009.4   8.8   5.7   7.3 99.0 99.00
2012 03 09 01 50 203 13.8 16.7  3.67  8.33  6.32 999 1009.0   9.0   5.6   7.7 99.0 99.00
2012 03 09 02 50 203 14.4 17.7  3.67  8.33  6.49 999 1007.4   9.0   5.6   8.0 99.0 99.00
2012 03 09 03 50 203 15.0 18.2  4.06  8.33  6.54 999 1006.2   9.2   5.6   8.2 99.0 99.00
2012 03 09 04 50 201 14.4 17.3  4.30  9.09  6.79 999 1005.4   9.3   5.6   8.2 99.0 99.00
2012 03 09 05 50 201 15.2 19.6  3.89  8.33  6.63 999 1004.0   9.3   5.7   8.1 99.0 99.00
2012 03 09 06 50 205 15.5 19.4  3.95  9.09  6.56 999 1003.1   9.3   5.7   8.0 99.0 99.00
2012 03 09 07 50 207 14.5 17.4  4.35  8.33  6.85 999 1002.7   9.4   5.7   8.2 99.0 99.00
2012 03 09 08 50 279 12.6 15.6  3.98  8.33  6.77 999 1006.3   7.3   5.8   5.1 99.0 99.00
2012 03 09 09 50 280 14.0 17.8  3.53  8.33  6.65 999 1007.6   5.7   5.8   2.9 99.0 99.00
2012 03 09 10 50 265 10.6 13.2  3.12  9.09  6.43 999 1008.4   5.2   5.7   2.5 99.0 99.00
2012 03 09 11 50 279 12.3 14.6  2.95  9.09  6.03 999 1009.9   5.1   5.7   1.1 99.0 99.00
2012 03 09 12 50 287 11.7 13.8  2.92  9.09  5.82 999 1011.8   5.2   5.7   0.4 99.0 99.00
2012 03 09 13 50 321  9.3 11.7  2.95  7.14  6.02 999 1013.8   3.0   5.7   1.0 99.0 99.00
2012 03 09 14 50 311 10.7 13.1  2.43  6.25  5.58 999 1014.1   4.0   5.6  -3.7 99.0 99.00
2012 03 09 15 50 301 10.1 12.0  2.60  8.33  5.83 999 1014.6   3.7   5.7  -5.5 99.0 99.00
2012 03 09 16 50 305 10.1 12.2  2.22  8.33  5.62 999 1014.9   3.4   5.7  -6.8 99.0 99.00
2012 03 09 17 50 311  7.8  9.4  2.01  8.33  5.62 999 1015.0   3.3   5.7  -5.7 99.0 99.00
2012 03 09 18 50 315  8.0  9.9  1.96  9.09  5.71 999 1015.0   3.2   5.8  -6.0 99.0 99.00
2012 03 09 19 50 309  7.4  9.3  1.79  9.09  5.66 999 1015.6   3.5   5.8  -7.1 99.0 99.00
2012 03 09 20 50 301  5.9  7.9  1.79 10.00  6.19 999 1016.5   3.6   5.8  -7.0 99.0 99.00
2012 03 09 21 50 300  6.1  7.1  1.89 10.00  6.43 999 1016.9   3.8   5.8  -6.0 99.0 99.00
2012 03 09 22 50 311  4.0  5.3  1.65 10.00  6.54 999 1017.8   3.6   5.8  -7.0 99.0 99.00
2012 03 09 23 50 304  5.4  7.2  1.53 10.00  6.60 999 1018.6   4.2   5.8  -7.3 99.0 99.00
2012 03 10 00 50 328  5.4  7.5  1.45  9.09  6.26 999 1018.9   4.2   5.8  -8.6 99.0 99.00
2012 03 10 01 50  11  6.8  8.2  1.41 10.00  6.04 999 1019.4   3.5   5.8  -6.6 99.0 99.00
2012 03 10 02 50  11  6.6  7.8  1.24 10.00  5.51 999 1019.6   3.1   5.8  -7.0 99.0 99.00
2012 03 10 03 50  18  6.8  8.2  1.16 10.00  5.00 999 1019.7   2.7   5.7  -7.4 99.0 99.00
2012 03 10 04 50  33  6.8  8.0  1.19 10.00  5.09 999 1019.7   2.5   5.7  -6.9 99.0 99.00
2012 03 10 05 50  35  7.5  9.1  1.21 10.00  5.24 999 1020.1   2.1   5.7  -7.4 99.0 99.00
2012 03 10 06 50  47  7.9  9.8  1.29  9.09  5.44 999 1020.2   2.0   5.7  -7.1 99.0 99.00
2012 03 10 07 50  45  9.0 11.0  1.46 10.00  5.24 999 1020.2   1.9   5.7  -6.5 99.0 99.00
2012 03 10 08 50  50  8.3 10.3  1.51  9.09  5.41 999 1021.0   1.6   5.7  -6.9 99.0 99.00
2012 03 10 09 50  51  7.1  8.7  1.35  9.09  5.11 999 1022.0   1.7   5.7  -6.3 99.0 99.00
2012 03 10 10 50  37  7.2  9.2  1.40  8.33  5.11 999 1023.0   1.4   5.7  -6.7 99.0 99.00
2012 03 10 11 50  31  7.2  8.5  1.48  9.09  5.16 999 1024.3   1.2   5.7  -6.5 99.0 99.00
2012 03 10 12 50  29  8.7 10.6  1.30  8.33  4.82 999 1025.4   1.0   5.7  -5.8 99.0 99.00
2012 03 10 13 50  35  7.6  9.3  1.34  4.76  4.55 999 1026.6   1.3   5.7  -6.1 99.0 99.00
2012 03 10 14 50  18 10.2 11.9  1.34  4.76  4.51 999 1027.5   1.0   5.7  -4.0 99.0 99.00
2012 03 10 15 50  26 10.3 11.9  1.54  5.00  4.59 999 1027.9   0.6   5.8  -4.8 99.0 99.00
2012 03 10 16 50  25  8.5 11.1  1.53  5.26  4.60 999 1028.9   0.4   5.8  -5.8 99.0 99.00
2012 03 10 17 50  31  7.0  8.6  1.45  5.56  4.71 999 1029.1   0.3   5.8  -7.3 99.0 99.00
2012 03 10 18 50  15  5.7  7.3  1.42  5.88  4.77 999 1029.9   0.3   5.8  -8.0 99.0 99.00
2012 03 10 19 50  10  5.4  6.7  1.28  9.09  4.93 999 1030.4   0.5   5.8  -8.9 99.0 99.00
2012 03 10 20 50  13  3.7  5.3  1.28  9.09  5.16 999 1030.8   0.8   5.8  -9.7 99.0 99.00
2012 03 10 21 50 340  1.5  2.8  1.28  9.09  5.47 999 1031.4   1.2   5.8  -9.9 99.0 99.00
2012 03 10 22 50 302  0.9  1.7  1.17  9.09  5.60 999 1031.9   1.0   5.8 -10.2 99.0 99.00
2012 03 10 23 50 175  2.0  3.0  1.12  9.09  5.82 999 1032.1   1.2   5.7  -9.6 99.0 99.00
2012 03 11 00 50 179  2.6  3.5  1.03 10.00  5.76 999 1032.6   1.5   5.7  -8.9 99.0 99.00
2012 03 11 01 50 205  3.6  4.6  0.83  5.26  5.25 999 1033.0   1.7   5.7  -8.5 99.0 99.00
2012 03 11 03 50 204  5.0  6.3  0.71 10.00  5.41 999 1032.8   2.0   5.7  -8.4 99.0 99.00
2012 03 11 04 50 208  6.2  8.1  0.73 10.00  5.04 999 1032.5   2.3   5.7  -7.1 99.0 99.00
2012 03 11 05 50 208  6.4  8.3  0.64  9.09  4.22 999 1032.2   2.5   5.7  -6.5 99.0 99.00
2012 03 11 06 50 214  7.4  8.7  0.76  9.09  4.31 999 1031.9   2.7   5.7  -6.0 99.0 99.00
2012 03 11 07 50 222  7.4  8.8  0.82  9.09  4.16 999 1031.6   3.0   5.7  -5.3 99.0 99.00
2012 03 11 08 50 214  8.3  9.6  0.92  8.33  4.15 999 1031.1   3.2   5.7  -5.4 99.0 99.00
2012 03 11 09 50 220  9.3 10.9  1.10  4.35  4.25 999 1031.3   3.5   5.7  -5.1 99.0 99.00
2012 03 11 10 50 215  9.9 11.5  1.34  4.55  4.30 999 1031.1   3.6   5.7  -4.5 99.0 99.00
2012 03 11 11 50 219 10.7 13.1  1.63  5.00  4.56 999 1030.9   3.7   5.7  -3.3 99.0 99.00
2012 03 11 12 50 216 12.0 14.0  1.70  5.56  4.69 999 1030.1   4.0   5.7  -2.7 99.0 99.00
2012 03 11 13 50 215 12.6 15.4  2.14  5.88  4.87 999 1029.4   4.3   5.7  -2.0 99.0 99.00
2012 03 11 14 50 217 12.2 15.3  2.27  6.25  5.10 999 1028.6   4.6   5.7  -1.7 99.0 99.00
2012 03 11 15 50 221 12.2 14.8  2.64  6.67  5.49 999 1028.3   4.9   5.7  -2.6 99.0 99.00
