Year,Month,Temp
1995,3,5.229
1995,4,8.455
1995,5,14.357
1995,6,20.644
1995,7,23.823
1995,8,22.905
1995,9,-0.438
1995,10,13.247
1995,11,3.326
1995,12,-3.035
1996,1,-3.877
1996,2,-1.794
1996,3,1.387
1996,4,9.26
1996,5,14.233
1996,6,20.603
1996,7,21.471
1996,8,21.859
1996,9,0.414
1996,10,11.114
1996,11,3.399
1996,12,2.036
1997,1,-3.037
1997,2,1.681
1997,3,3.414
1997,4,8.371
1997,5,13.381
1997,6,19.944
1997,7,22.547
1997,8,21.017
1997,9,-0.523
1997,10,10.994
1997,11,4.103
1997,12,0.573
1998,1,1.711
1998,2,2.483
1998,3,5.169
1998,4,10.401
1998,5,17.256
1998,6,19.49
1998,7,22.706
1998,8,22.85
1998,9,1.367
1998,10,11.855
1998,11,5.983
1998,12,3.036
1999,1,-1.952
1999,2,0.429
1999,3,3.306
1999,4,9.661
1999,5,15.611
1999,6,21.254
1999,7,25.065
1999,8,22.206
1999,9,1.238
1999,10,10.438
1999,11,7.818
1999,12,1.297
2000,1,-3.168
2000,2,-0.162
2000,3,6.391
2000,4,8.897
2000,5,15.944
2000,6,20.234
2000,7,20.727
2000,8,20.791
2000,9,-0.485
2000,10,11.323
2000,11,4.913
2000,12,-3.356
2001,1,-2.814
2001,2,-0.442
2001,3,1.884
2001,4,9.92
2001,5,16.014
2001,6,20.907
2001,7,21.045
2001,8,23.507
2001,9,-0.106
2001,10,11.99
2001,11,8.212
2001,12,3.475
2002,1,1.252
2002,2,2.126
2002,3,4.677
2002,4,11.125
2002,5,14.171
2002,6,20.623
2002,7,23.931
2002,8,23.558
2002,9,1.545
2002,10,10.446
2002,11,4.945
2002,12,-0.953
2003,1,-5.223
2003,2,-3.786
2003,3,3.526
2003,4,8.185
2003,5,13.817
2003,6,18.96
2003,7,22.864
2003,8,23.243
2003,9,0.682
2003,10,10.202
2003,11,7.603
2003,12,0.379
2004,1,-6.325
2004,2,-1.332
2004,3,4.525
2004,4,10.057
2004,5,17.8
2004,6,19.761
2004,7,21.946
2004,8,21.771
2004,9,1.263
2004,10,10.96
2004,11,6.682
2004,12,-0.014
2005,1,-3.611
2005,2,-0.609
2005,3,1.125
2005,4,10.633
2005,5,13.267
2005,6,22.169
2005,7,23.704
2005,8,23.941
2005,9,2.658
2005,10,12.058
2005,11,7.019
2005,12,-1.757
2006,1,1.608
2006,2,-0.565
2006,3,3.776
2006,4,10.709
2006,5,15.637
2006,6,20.445
2006,7,24.165
2006,8,22.42
2006,9,-0.634
2006,10,10.811
2006,11,8.418
2006,12,3.861
2007,1,0.412
2007,2,-4.713
2007,3,2.947
2007,4,8.02
2007,5,16.677
2007,6,20.868
2007,7,22.295
2007,8,22.063
2007,9,1.42
2007,10,15.222
2007,11,4.831
2007,12,-0.094
2008,1,-0.573
2008,2,-0.675
2008,3,3.47
2008,4,10.943
2008,5,13.64
2008,6,21.831
2008,7,23.693
2008,8,20.887
2008,9,1.096
2008,10,10.348
2008,11,5.133
2008,12,0.327
2009,1,-5.36
2009,2,-0.372
2009,3,3.579
2009,4,10.478
2009,5,15.447
2009,6,19.058
2009,7,21.103
2009,8,22.769
2009,9,-0.537
2009,10,10.364
2009,11,8.217
2009,12,-0.624
2010,1,-2.359
2010,2,-1.456
2010,3,6.715
2010,4,12.076
2010,5,17.119
2010,6,21.943
2010,7,24.789
2010,8,22.67
2010,9,1.592
2010,10,11.911
2010,11,5.876
2010,12,-2.165
2011,1,-4.463
2011,2,-1.244
2011,3,3.474
2011,4,10.555
2011,5,16.917
2011,6,21.032
2011,7,24.564
2011,8,22.13
2011,9,1.721
2011,10,12.001
2011,11,8.013
2011,12,2.987
2012,1,-0.041
2012,2,2.185
2012,3,8.734
2012,4,10.324
2012,5,17.779
2012,6,20.165
2012,7,24.479
2012,8,22.731
2012,9,0.597
2012,10,12.436
2012,11,4.103
2012,12,2.586
